proto,sttl,dttl,dloss,Spkts,Dpkts,swin,dwin,smeansz,ct_state_ttl,ct_srv_src,ct_srv_dst,ct_src_dport_ltm,ct_dst_src_ltm,attack_cat,Label
1,31,29,7,18,18,255,255,203,0,6,9,1,3,0,0
0,60,0,0,2,0,0,0,132,0,24,24,24,24,0,0
0,60,0,0,2,0,0,0,132,0,14,14,8,14,0,0
1,31,29,8,52,42,255,255,718,0,1,1,1,1,0,0
1,31,29,4,16,18,255,255,96,0,13,6,4,6,0,0
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
1,31,29,22,56,58,255,255,61,0,3,8,1,1,0,0
0,254,0,0,2,0,0,0,57,2,67,67,67,67,1,1
1,31,29,42,96,98,255,255,57,0,8,8,1,1,0,0
0,254,0,0,2,0,0,0,698,2,39,39,14,39,2,1
0,254,0,0,2,0,0,0,57,2,56,56,22,56,1,1
1,254,252,1,10,8,255,255,56,1,2,1,1,1,5,1
1,31,29,8,52,42,255,255,717,0,1,1,1,1,0,0
1,31,29,1,14,4,255,255,638,0,3,3,1,5,0,0
0,31,29,0,4,4,0,0,142,0,5,11,1,1,0,0
0,60,0,0,2,0,0,0,132,0,32,32,15,32,0,0
0,254,0,0,2,0,0,0,57,2,32,32,25,32,1,1
1,31,29,16,44,46,255,255,63,0,8,6,1,1,0,0
5,0,0,0,2,2,0,0,28,0,2,2,2,2,0,0
0,254,0,0,2,0,0,0,57,2,43,43,43,46,1,1
0,31,29,0,2,2,0,0,73,0,9,9,2,2,0,0
1,31,29,4,12,12,255,255,89,0,5,4,1,1,0,0
0,31,29,0,2,2,0,0,65,0,5,2,3,1,0,0
1,31,29,26,64,66,255,255,59,0,9,5,1,1,0,0
1,254,252,3,10,10,255,255,61,1,3,4,1,3,0,0
3,254,0,0,2,0,0,0,100,2,3,3,3,3,4,1
0,60,0,0,2,0,0,0,132,0,12,12,6,6,0,0
0,31,29,0,2,2,0,0,65,0,3,2,3,1,0,0
1,31,29,32,122,126,255,255,64,0,9,8,1,2,0,0
0,254,0,0,2,0,0,0,57,2,39,39,12,39,1,1
1,31,29,7,18,18,255,255,258,0,10,9,1,4,0,0
1,254,252,1,10,8,255,255,53,1,7,7,4,7,0,0
0,31,29,0,2,2,0,0,65,0,2,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,10,10,8,10,1,1
0,60,0,0,2,0,0,0,132,0,39,39,17,39,0,0
1,31,29,27,66,68,255,255,59,0,11,23,3,3,0,0
0,31,29,0,2,2,0,0,65,0,2,3,1,2,0,0
1,31,29,17,62,58,255,255,96,0,4,5,1,1,0,0
1,31,29,8,52,36,255,255,715,0,1,1,1,1,0,0
1,31,29,18,50,50,255,255,62,0,6,7,1,2,0,0
23,254,0,0,2,0,0,0,100,2,5,5,2,5,6,1
1,31,29,2,6,8,255,255,53,0,3,3,1,4,0,0
0,31,29,0,4,4,0,0,136,0,8,5,1,2,0,0
0,254,0,0,2,0,0,0,57,2,21,21,13,21,1,1
1,31,29,370,348,746,255,255,53,0,1,2,1,1,0,0
0,31,29,0,2,2,0,0,73,0,1,3,1,1,0,0
51,254,0,0,2,0,0,0,100,2,12,12,5,17,3,1
0,254,0,0,2,0,0,0,57,2,22,22,17,22,1,1
0,254,0,0,2,0,0,0,57,2,18,18,18,18,1,1
1,31,29,71,92,164,255,255,62,0,6,14,6,8,0,0
0,31,29,0,4,4,0,0,142,0,3,8,1,3,0,0
0,31,29,0,4,4,0,0,128,0,11,16,1,3,0,0
13,254,0,0,130,0,0,0,272,2,2,2,2,2,3,1
0,60,0,0,2,0,0,0,132,0,39,39,25,39,0,0
0,254,0,0,2,0,0,0,57,2,35,35,35,35,1,1
0,254,0,0,2,0,0,0,57,2,33,33,33,33,1,1
0,31,29,0,4,4,0,0,142,0,13,8,1,3,0,0
1,254,252,1,10,6,255,255,281,1,5,4,1,4,0,0
1,31,29,4,22,14,255,255,67,0,3,1,1,1,0,0
1,31,29,16,44,46,255,255,63,0,7,4,1,3,0,0
1,254,252,1,10,6,255,255,55,1,10,10,2,10,2,1
0,254,0,0,2,0,0,0,57,2,28,28,10,28,1,1
0,31,29,0,2,2,0,0,73,0,4,5,1,2,0,0
0,254,0,0,2,0,0,0,57,2,27,27,20,27,1,1
1,31,29,8,54,42,255,255,702,0,1,1,1,1,0,0
0,31,29,0,4,4,0,0,142,0,7,7,1,3,0,0
1,31,29,5,14,18,255,255,120,0,9,14,1,1,0,0
0,60,0,0,2,0,0,0,132,0,34,34,23,34,0,0
1,31,29,17,62,58,255,255,96,0,1,1,1,2,0,0
0,254,0,0,2,0,0,0,57,2,36,36,36,36,1,1
1,31,29,18,48,50,255,255,62,0,10,17,1,1,0,0
0,254,0,0,2,0,0,0,1316,2,1,2,1,1,4,1
0,254,0,0,2,0,0,0,84,2,2,1,1,1,5,1
1,62,252,67,36,138,255,255,49,1,1,1,1,1,3,1
0,60,0,0,2,0,0,0,132,0,32,32,32,32,0,0
0,31,29,0,4,4,0,0,142,0,20,9,1,4,0,0
1,31,29,5,12,18,255,255,132,0,1,1,1,2,0,0
1,31,29,4,12,12,255,255,89,0,14,5,1,4,0,0
0,31,29,0,2,2,0,0,73,0,3,4,1,1,0,0
1,31,29,15,44,42,255,255,63,0,3,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,38,38,20,38,1,1
0,254,0,0,2,0,0,0,57,2,7,7,4,4,1,1
0,254,0,0,2,0,0,0,57,2,24,24,14,25,1,1
0,254,0,0,2,0,0,0,57,2,26,26,17,26,1,1
0,254,0,0,2,0,0,0,57,2,14,14,3,3,1,1
0,254,0,0,2,0,0,0,57,2,39,39,39,39,1,1
0,31,29,0,2,2,0,0,73,0,2,3,2,1,0,0
1,31,29,5,14,18,255,255,120,0,1,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,35,35,5,35,1,1
0,31,29,0,2,2,0,0,65,0,6,3,1,1,0,0
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
0,254,0,0,2,0,0,0,57,2,24,24,9,24,1,1
0,254,0,0,2,0,0,0,57,2,26,26,15,26,1,1
0,254,0,0,2,0,0,0,57,2,26,26,6,26,1,1
0,31,29,0,2,2,0,0,65,0,3,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,19,19,19,19,1,1
0,31,29,0,4,4,0,0,136,0,10,5,1,3,0,0
1,31,29,4,10,12,255,255,53,0,3,3,1,2,0,0
1,31,29,15,52,54,255,255,56,0,1,1,1,4,0,0
1,62,252,8,24,20,255,255,376,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,18,18,1,18,1,1
3,254,0,0,2,0,0,0,100,2,10,10,3,11,4,1
1,31,29,5,12,18,255,255,132,0,1,1,1,6,0,0
1,254,252,1,60,14,255,255,1136,1,6,4,1,3,2,1
0,60,0,0,2,0,0,0,132,0,34,34,16,34,0,0
1,31,29,17,46,48,255,255,62,0,4,9,1,2,0,0
1,31,29,7,26,28,255,255,163,0,3,8,1,1,0,0
1,31,29,7,32,24,255,255,117,0,1,1,1,1,0,0
0,31,29,0,2,2,0,0,73,0,4,2,1,1,0,0
1,254,252,4,12,12,255,255,53,1,2,2,1,1,2,1
1,31,29,11,34,36,255,255,66,0,8,5,1,2,0,0
0,60,0,0,2,0,0,0,132,0,13,13,8,13,0,0
0,254,0,0,2,0,0,0,57,2,20,20,5,20,1,1
0,31,29,0,2,2,0,0,73,0,3,2,2,3,0,0
1,31,29,143,166,320,255,255,59,0,7,9,6,7,0,0
0,254,0,0,2,0,0,0,535,2,1,1,1,1,1,1
1,31,29,5,14,18,255,255,120,0,3,2,1,8,0,0
1,31,29,7,18,18,255,255,248,0,3,4,1,3,0,0
1,31,29,30,72,74,255,255,59,0,4,4,1,1,0,0
1,31,29,7,48,38,255,255,771,0,1,1,1,1,0,0
13,254,0,0,42,0,0,0,52,2,1,1,1,1,5,1
0,254,0,0,2,0,0,0,57,2,30,30,22,30,1,1
0,254,0,0,2,0,0,0,57,2,35,35,32,35,1,1
0,254,0,0,2,0,0,0,57,2,26,26,7,26,1,1
0,254,0,0,2,0,0,0,57,2,33,33,7,33,1,1
1,31,29,8,52,42,255,255,718,0,1,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,39,39,39,39,1,1
0,31,29,0,4,4,0,0,136,0,2,4,1,2,0,0
0,254,0,0,2,0,0,0,134,2,1,1,1,1,4,1
0,254,0,0,2,0,0,0,57,2,29,29,18,29,1,1
1,31,29,33,78,80,255,255,58,0,21,15,1,2,0,0
1,31,29,17,62,58,255,255,96,0,2,1,1,1,0,0
1,31,29,7,18,18,255,255,215,0,11,4,1,1,0,0
1,31,29,126,162,288,255,255,59,0,8,10,1,1,0,0
0,254,0,0,2,0,0,0,57,2,24,24,14,24,1,1
0,254,0,0,2,0,0,0,57,2,43,43,19,43,1,1
0,254,0,0,2,0,0,0,57,2,23,23,11,23,1,1
1,62,252,2,10,10,255,255,122,1,1,1,1,1,1,1
1,31,29,1,14,6,255,255,638,0,3,3,1,6,0,0
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
1,31,29,5,14,18,255,255,120,0,1,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,27,27,27,27,1,1
3,254,0,0,2,0,0,0,100,2,4,4,2,4,3,1
0,31,29,0,4,4,0,0,142,0,10,13,1,4,0,0
0,254,0,0,2,0,0,0,57,2,33,33,24,33,1,1
0,31,29,0,2,2,0,0,73,0,3,2,1,1,0,0
1,31,29,18,48,50,255,255,62,0,6,5,1,1,0,0
0,254,0,0,2,0,0,0,57,2,22,22,22,22,1,1
1,31,29,16,44,46,255,255,63,0,8,3,1,2,0,0
0,60,0,0,2,0,0,0,132,0,35,35,22,35,0,0
0,254,0,0,2,0,0,0,84,2,1,1,1,1,5,1
0,31,29,0,4,4,0,0,128,0,6,6,1,3,0,0
0,31,29,0,2,2,0,0,73,0,2,2,2,1,0,0
1,31,29,1,14,6,255,255,638,0,13,10,4,9,0,0
1,31,29,30,72,74,255,255,59,0,11,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,29,29,25,29,1,1
0,60,0,0,2,0,0,0,132,0,33,33,23,33,0,0
1,31,29,5,14,18,255,255,120,0,1,2,1,1,0,0
1,31,29,7,18,18,255,255,231,0,3,8,1,3,0,0
0,60,0,0,2,0,0,0,132,0,20,20,13,20,0,0
0,254,0,0,2,0,0,0,57,2,27,27,17,27,1,1
13,254,0,0,40,0,0,0,272,2,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,37,37,37,37,1,1
0,31,29,0,2,2,0,0,65,0,2,2,2,5,0,0
0,254,0,0,2,0,0,0,57,2,17,17,17,17,1,1
1,31,29,4,12,12,255,255,86,0,5,12,1,1,0,0
1,31,29,2,6,8,255,255,53,0,3,3,1,2,0,0
96,254,0,0,2,0,0,0,100,2,5,5,2,5,4,1
1,31,29,2,6,8,255,255,53,0,3,3,1,4,0,0
1,31,29,4,10,12,255,255,53,0,3,3,1,4,0,0
0,60,0,0,2,0,0,0,132,0,39,39,22,39,0,0
1,31,29,147,174,328,255,255,58,0,6,8,1,6,0,0
1,31,29,18,48,50,255,255,62,0,10,8,1,4,0,0
1,254,252,1,10,6,255,255,147,1,1,1,1,1,3,1
1,31,29,22,56,58,255,255,61,0,10,4,1,4,0,0
0,254,0,0,2,0,0,0,395,2,7,7,7,7,2,1
0,254,0,0,2,0,0,0,57,2,21,21,18,21,1,1
0,254,0,0,2,0,0,0,57,2,26,26,18,26,1,1
0,60,0,0,2,0,0,0,132,0,28,28,7,28,0,0
1,31,29,5,14,18,255,255,120,0,2,4,2,2,0,0
0,31,29,0,2,2,0,0,65,0,3,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,39,39,24,39,1,1
0,254,0,0,2,0,0,0,57,2,43,43,18,43,1,1
0,60,0,0,2,0,0,0,132,0,19,19,9,19,0,0
0,254,0,0,2,0,0,0,57,2,39,39,19,39,1,1
88,254,0,0,2,0,0,0,100,2,19,18,4,4,4,1
0,254,0,0,2,0,0,0,57,2,29,29,19,29,1,1
0,60,0,0,2,0,0,0,132,0,40,40,40,40,0,0
1,31,29,7,32,24,255,255,117,0,2,2,1,1,0,0
1,31,29,7,32,24,255,255,117,0,1,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,40,40,34,40,1,1
0,31,29,0,4,4,0,0,142,0,8,6,1,3,0,0
0,31,29,0,2,2,0,0,73,0,3,4,1,1,0,0
0,31,29,0,4,4,0,0,136,0,3,4,1,3,0,0
1,31,29,5,12,18,255,255,132,0,5,1,1,1,0,0
1,31,29,8,52,42,255,255,718,0,1,1,1,1,0,0
1,31,29,14,40,42,255,255,64,0,7,1,1,1,0,0
1,31,29,24,60,62,255,255,60,0,4,2,1,2,0,0
1,31,29,16,46,46,255,255,62,0,8,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,32,32,17,32,1,1
0,254,0,0,2,0,0,0,57,2,44,44,44,44,1,1
0,254,0,0,2,0,0,0,57,2,23,23,23,23,1,1
0,254,0,0,2,0,0,0,57,2,37,37,37,37,1,1
0,31,29,0,2,2,0,0,65,0,2,1,1,1,0,0
0,31,29,0,2,2,0,0,65,0,4,3,1,1,0,0
0,254,0,0,2,0,0,0,57,2,28,28,25,28,1,1
0,254,0,0,2,0,0,0,57,2,32,32,32,32,1,1
0,254,0,0,2,0,0,0,57,2,28,28,9,28,1,1
1,31,29,13,38,40,255,255,64,0,3,2,1,1,0,0
0,31,29,0,2,2,0,0,65,0,5,5,1,1,0,0
1,31,29,39,90,92,255,255,57,0,4,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,39,39,23,39,1,1
0,31,29,0,2,2,0,0,65,0,2,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,41,41,41,41,1,1
0,60,0,0,2,0,0,0,132,0,41,41,20,41,0,0
0,254,0,0,2,0,0,0,57,2,26,26,20,26,1,1
0,31,29,0,4,4,0,0,142,0,5,8,1,3,0,0
0,60,0,0,2,0,0,0,132,0,51,51,47,51,0,0
1,62,252,130,58,264,255,255,77,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,45,45,45,45,1,1
0,31,29,0,4,4,0,0,142,0,2,3,1,2,0,0
0,254,0,0,2,0,0,0,57,2,55,55,37,55,1,1
0,254,0,0,2,0,0,0,57,2,29,29,17,29,1,1
0,31,29,0,2,2,0,0,66,0,4,3,4,2,0,0
0,254,0,0,2,0,0,0,57,2,22,22,22,22,1,1
0,254,0,0,2,0,0,0,57,2,34,34,16,34,1,1
1,31,29,415,488,914,255,255,56,0,19,22,17,17,0,0
0,254,0,0,2,0,0,0,57,2,21,21,21,21,1,1
1,31,29,6,22,24,255,255,87,0,2,5,1,1,0,0
1,31,29,15,52,54,255,255,56,0,2,2,1,2,0,0
0,31,29,0,2,2,0,0,73,0,4,4,2,2,0,0
3,254,0,0,2,0,0,0,100,2,10,10,4,11,4,1
0,254,0,0,2,0,0,0,57,2,49,49,16,49,1,1
1,31,29,8,52,42,255,255,715,0,2,2,1,1,0,0
1,254,252,1,10,8,255,255,103,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,21,21,11,21,1,1
1,31,29,6,22,24,255,255,87,0,2,3,1,2,0,0
0,254,0,0,2,0,0,0,57,2,25,25,25,25,1,1
0,254,0,0,2,0,0,0,84,2,1,2,1,1,5,1
1,254,252,6,16,18,255,255,51,1,2,1,1,2,1,1
0,254,0,0,2,0,0,0,57,2,25,25,25,25,1,1
0,31,29,0,2,2,0,0,73,0,3,1,1,1,0,0
0,31,29,0,4,4,0,0,132,0,6,5,1,3,0,0
0,31,29,0,2,2,0,0,73,0,8,5,6,1,0,0
1,31,29,16,44,46,255,255,63,0,7,12,1,5,0,0
1,31,29,4,8,12,255,255,53,0,3,3,1,4,0,0
1,31,29,30,72,74,255,255,59,0,8,7,5,5,0,0
1,31,29,2,8,10,255,255,131,0,3,2,1,1,0,0
111,254,0,0,2,0,0,0,100,2,5,5,2,5,4,1
1,31,29,5,14,18,255,255,120,0,1,1,1,1,0,0
1,31,29,2,6,8,255,255,53,0,3,3,1,7,0,0
0,254,0,0,2,0,0,0,57,2,23,22,19,23,1,1
0,60,0,0,2,0,0,0,132,0,38,38,14,38,0,0
0,254,0,0,2,0,0,0,57,2,34,34,20,34,1,1
0,254,60,0,4,2,0,0,331,0,3,3,3,3,4,1
1,31,29,4,8,12,255,255,53,0,6,3,1,5,0,0
0,254,0,0,2,0,0,0,57,2,18,18,18,18,1,1
1,31,29,15,52,54,255,255,56,0,2,1,1,1,0,0
1,31,29,4,16,18,255,255,96,0,8,7,6,7,0,0
1,31,29,8,52,38,255,255,717,0,1,1,1,1,0,0
0,31,29,0,2,2,0,0,65,0,5,2,5,2,0,0
0,254,0,0,2,0,0,0,57,2,25,25,5,25,1,1
0,254,0,0,2,0,0,0,57,2,22,22,22,22,1,1
0,254,0,0,2,0,0,0,57,2,32,32,16,32,1,1
0,254,0,0,2,0,0,0,57,2,7,7,4,4,1,1
0,60,0,0,2,0,0,0,132,0,24,24,24,24,0,0
0,60,0,0,2,0,0,0,132,0,21,21,21,21,0,0
3,254,0,0,2,0,0,0,100,2,4,4,3,4,2,1
1,254,252,1,10,8,255,255,54,1,12,12,1,12,0,0
1,254,252,1,20,16,255,255,252,1,2,2,2,2,2,1
0,254,0,0,2,0,0,0,57,2,27,27,17,27,1,1
1,62,252,3,10,12,255,255,119,1,2,1,2,1,1,1
0,254,0,0,2,0,0,0,57,2,38,38,14,38,1,1
0,31,29,0,2,2,0,0,65,0,4,1,1,1,0,0
1,31,29,5,12,18,255,255,132,0,3,1,1,1,0,0
0,31,29,0,2,2,0,0,66,0,1,2,1,1,0,0
0,60,0,0,2,0,0,0,132,0,25,25,23,25,0,0
1,254,252,1,10,6,255,255,53,1,4,4,1,4,2,1
0,254,0,0,2,0,0,0,57,2,32,32,20,32,1,1
1,31,29,7,32,24,255,255,117,0,2,1,1,2,0,0
0,254,0,0,2,0,0,0,57,2,22,22,22,22,1,1
0,254,0,0,2,0,0,0,57,2,39,39,37,39,1,1
1,31,29,4,22,14,255,255,67,0,9,3,1,1,0,0
0,254,0,0,2,0,0,0,52,2,8,7,2,7,2,1
0,254,0,0,2,0,0,0,57,2,33,33,16,34,1,1
0,31,29,0,2,2,0,0,73,0,6,2,3,3,0,0
1,62,252,2,10,8,255,255,80,1,1,1,1,1,3,1
1,31,29,24,62,60,255,255,60,0,4,9,1,1,0,0
0,254,0,0,2,0,0,0,57,2,29,29,18,29,1,1
0,254,0,0,2,0,0,0,57,2,15,15,15,15,1,1
1,31,29,32,122,126,255,255,64,0,2,9,1,1,0,0
1,254,252,1,12,8,255,255,307,1,2,2,1,2,2,1
0,254,0,0,2,0,0,0,57,2,34,34,33,35,1,1
0,31,29,0,2,2,0,0,73,0,2,4,2,2,0,0
0,60,0,0,2,0,0,0,132,0,29,29,19,29,0,0
37,254,0,0,2,0,0,0,100,2,6,6,1,7,3,1
0,254,0,0,2,0,0,0,57,2,28,28,17,28,1,1
0,31,29,0,2,2,0,0,73,0,3,3,1,1,0,0
1,31,29,7,32,24,255,255,117,0,1,1,1,4,0,0
1,31,29,33,126,126,255,255,100,0,1,1,1,1,0,0
1,31,29,7,28,30,255,255,161,0,10,13,1,3,0,0
3,254,0,0,2,0,0,0,100,2,3,3,2,3,4,1
0,31,29,0,4,4,0,0,142,0,6,3,1,3,0,0
1,254,252,4,12,12,255,255,53,1,3,3,2,3,2,1
1,254,252,1,10,6,255,255,66,1,4,6,1,4,2,1
0,31,29,0,4,4,0,0,136,0,8,8,1,3,0,0
0,254,0,0,2,0,0,0,57,2,7,7,7,7,1,1
0,60,0,0,2,0,0,0,132,0,35,35,12,35,0,0
1,31,29,5,14,18,255,255,120,0,3,1,1,1,0,0
1,31,29,2,6,8,255,255,53,0,5,1,2,1,0,0
1,31,29,5,14,18,255,255,120,0,2,2,2,2,0,0
0,60,0,0,2,0,0,0,132,0,34,34,16,34,0,0
0,254,0,0,2,0,0,0,57,2,10,10,4,4,1,1
0,254,0,0,2,0,0,0,57,2,18,18,17,18,1,1
0,254,0,0,2,0,0,0,57,2,11,11,11,11,1,1
1,62,252,2,10,8,255,255,84,1,6,6,2,6,7,1
0,254,0,0,2,0,0,0,108,2,1,1,1,1,8,1
1,254,252,1,10,8,255,255,53,1,2,2,1,2,2,1
122,254,0,0,2,0,0,0,100,2,7,7,2,7,6,1
0,254,0,0,2,0,0,0,57,2,23,23,5,23,1,1
1,31,29,370,346,746,255,255,53,0,2,1,1,2,0,0
0,31,29,0,2,2,0,0,65,0,1,3,1,1,0,0
116,254,0,0,2,0,0,0,100,2,12,12,2,16,5,1
1,31,29,20,52,54,255,255,61,0,5,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,31,31,6,31,1,1
1,31,29,14,40,42,255,255,64,0,8,8,2,2,0,0
0,31,29,0,2,2,0,0,66,0,1,2,1,1,0,0
0,31,29,0,2,2,0,0,66,0,4,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,25,25,25,25,1,1
0,60,0,0,2,0,0,0,132,0,5,5,3,3,0,0
1,31,29,197,224,438,255,255,58,0,17,8,3,4,0,0
0,254,0,0,2,0,0,0,57,2,29,29,17,29,1,1
1,254,252,4,14,12,255,255,245,1,1,1,1,1,3,1
1,31,29,5,14,18,255,255,120,0,4,3,1,4,0,0
0,254,0,0,2,0,0,0,57,2,9,9,9,9,1,1
1,31,29,16,46,46,255,255,62,0,2,3,1,1,0,0
1,31,29,197,220,438,255,255,58,0,2,15,2,2,0,0
1,31,29,33,78,80,255,255,58,0,7,5,1,1,0,0
0,31,29,0,2,2,0,0,66,0,8,10,1,1,0,0
0,254,0,0,2,0,0,0,57,2,26,26,9,26,1,1
0,31,29,0,2,2,0,0,73,0,2,2,1,1,0,0
0,31,29,0,2,2,0,0,66,0,3,1,2,1,0,0
0,31,29,0,2,2,0,0,73,0,2,2,2,1,0,0
0,254,0,0,2,0,0,0,57,2,41,41,17,41,1,1
0,254,0,0,2,0,0,0,57,2,20,20,20,20,1,1
0,254,0,0,2,0,0,0,57,2,30,30,17,30,1,1
1,31,29,2,6,8,255,255,53,0,4,3,1,7,0,0
1,31,29,32,122,126,255,255,64,0,4,8,1,1,0,0
1,31,29,7,24,26,255,255,86,0,3,7,1,1,0,0
1,31,29,2,6,8,255,255,53,0,3,3,1,4,0,0
0,254,0,0,2,0,0,0,57,2,29,29,20,29,1,1
0,31,29,0,2,2,0,0,73,0,6,3,2,2,0,0
1,31,29,24,60,62,255,255,60,0,2,4,1,1,0,0
0,31,29,0,2,2,0,0,73,0,1,3,1,2,0,0
0,31,29,0,2,2,0,0,73,0,3,3,2,2,0,0
0,31,29,0,2,2,0,0,73,0,1,2,1,1,0,0
1,31,29,7,26,28,255,255,163,0,3,9,1,3,0,0
3,254,0,0,2,0,0,0,100,2,7,7,2,7,3,1
0,31,29,0,2,2,0,0,73,0,4,5,3,5,0,0
0,254,0,0,2,0,0,0,57,2,33,33,25,33,1,1
1,31,29,5,14,18,255,255,120,0,3,1,2,1,0,0
1,31,29,30,72,74,255,255,59,0,5,4,1,1,0,0
0,31,29,0,2,2,0,0,65,0,3,2,2,2,0,0
1,62,252,3,10,10,255,255,80,1,9,1,3,1,3,1
1,31,29,197,240,438,255,255,57,0,8,8,1,6,0,0
1,31,29,12,36,38,255,255,65,0,6,5,1,3,0,0
1,31,29,6,22,24,255,255,89,0,9,3,1,1,0,0
1,31,29,7,24,26,255,255,85,0,2,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,18,18,8,18,1,1
1,31,29,17,46,48,255,255,62,0,6,1,1,1,0,0
1,31,29,2,6,8,255,255,53,0,3,3,1,3,0,0
1,62,252,2,10,8,255,255,84,1,2,1,1,1,7,1
0,254,0,0,2,0,0,0,57,2,46,46,44,46,1,1
1,31,29,30,72,74,255,255,59,0,13,7,1,1,0,0
0,254,0,0,2,0,0,0,57,2,44,44,44,44,1,1
1,31,29,1,14,6,255,255,638,0,3,3,1,3,0,0
1,31,29,1,14,6,255,255,638,0,8,3,1,4,0,0
1,31,29,5,14,18,255,255,120,0,1,3,1,1,0,0
19,254,0,0,2,0,0,0,100,2,3,3,1,3,7,1
0,254,0,0,2,0,0,0,57,2,28,28,20,28,1,1
1,31,29,197,228,438,255,255,58,0,10,9,2,3,0,0
0,254,0,0,2,0,0,0,57,2,33,33,33,33,1,1
0,254,0,0,2,0,0,0,57,2,20,20,17,20,1,1
0,254,0,0,2,0,0,0,57,2,20,20,20,20,1,1
1,31,29,1,14,6,255,255,638,0,3,3,1,3,0,0
0,31,29,0,4,4,0,0,142,0,9,4,1,3,0,0
0,254,0,0,2,0,0,0,57,2,25,25,25,25,1,1
0,254,0,0,2,0,0,0,57,2,16,16,16,16,1,1
0,254,0,0,2,0,0,0,57,2,33,33,33,33,1,1
1,254,252,2,10,8,255,255,82,1,1,2,1,1,3,1
1,31,29,12,36,38,255,255,65,0,8,8,1,1,0,0
1,31,29,4,10,12,255,255,53,0,2,2,1,3,0,0
0,254,0,0,2,0,0,0,57,2,36,36,18,36,1,1
0,60,0,0,2,0,0,0,132,0,45,45,22,45,0,0
0,31,29,0,2,2,0,0,73,0,1,3,1,1,0,0
12,254,0,0,2,0,0,0,100,2,5,5,3,5,7,1
1,31,29,17,46,48,255,255,62,0,6,2,1,1,0,0
0,31,29,0,2,2,0,0,73,0,1,1,1,2,0,0
0,31,29,0,2,2,0,0,73,0,2,3,1,1,0,0
1,31,29,4,22,14,255,255,67,0,4,4,1,1,0,0
0,60,0,0,2,0,0,0,132,0,18,18,18,18,0,0
1,31,29,13,38,40,255,255,64,0,10,7,1,1,0,0
1,31,29,13,38,40,255,255,64,0,3,7,1,3,0,0
1,31,29,33,128,124,255,255,100,0,1,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,9,9,9,9,1,1
1,31,29,7,24,26,255,255,86,0,10,7,1,3,0,0
1,31,29,32,122,126,255,255,64,0,1,9,1,1,0,0
1,31,29,8,52,42,255,255,715,0,2,1,2,1,0,0
1,254,252,1,10,6,255,255,53,1,15,15,5,5,2,1
1,31,29,20,52,54,255,255,61,0,10,9,1,2,0,0
0,31,29,0,2,2,0,0,66,0,2,4,1,1,0,0
0,31,29,0,2,2,0,0,73,0,4,1,2,1,0,0
0,254,0,0,2,0,0,0,57,2,32,32,14,32,1,1
0,31,29,0,2,2,0,0,73,0,1,1,1,3,0,0
0,254,0,0,2,0,0,0,57,2,27,27,14,27,1,1
0,254,0,0,2,0,0,0,57,2,30,30,18,30,1,1
0,254,0,0,2,0,0,0,57,2,25,25,20,26,1,1
1,31,29,26,64,66,255,255,59,0,10,2,1,1,0,0
3,254,0,0,2,0,0,0,100,2,6,6,3,6,3,1
0,31,29,0,2,2,0,0,73,0,4,3,2,2,0,0
0,31,29,0,2,2,0,0,73,0,2,3,1,2,0,0
1,31,29,15,50,50,255,255,57,0,4,4,4,15,0,0
1,254,252,1,60,14,255,255,1172,1,3,2,1,2,3,1
0,254,0,0,2,0,0,0,57,2,33,33,14,33,1,1
0,60,0,0,2,0,0,0,132,0,43,43,43,43,0,0
0,254,0,0,2,0,0,0,57,2,34,34,25,34,1,1
93,254,0,0,2,0,0,0,100,2,9,9,3,11,3,1
98,254,0,0,2,0,0,0,100,2,2,2,2,2,4,1
0,254,0,0,2,0,0,0,57,2,35,35,35,35,1,1
1,31,29,5,12,18,255,255,132,0,3,1,2,3,0,0
1,31,29,7,28,30,255,255,177,0,7,4,1,3,0,0
1,31,29,32,122,126,255,255,64,0,8,4,1,2,0,0
0,254,0,0,2,0,0,0,57,2,8,8,7,7,1,1
0,254,0,0,2,0,0,0,57,2,31,31,25,31,1,1
